,Page,Country,ORES_predicted_class,Region,Region Population mid-2018 (millions),Population mid-2018 (millions)
38100,Richard Övel,Estonia,Stub,EUROPE,746,1.3
38101,Hamida Banu Shova,Bangladesh,Stub,ASIA,"4,536",166.4
38102,Yasin Said Numan,Yemen,Stub,ASIA,"4,536",28.9
38103,Ye Wanyong,"Korea, South",Start,ASIA,"4,536",51.8
38104,Yelena Mizulina,Russia,GA,EUROPE,746,147.3
38105,Fazle Hossain Badsha,Bangladesh,Stub,ASIA,"4,536",166.4
38106,Howie Meeker,Canada,C,NORTHERN AMERICA,365,37.2
38107,Hazera Khatun,Bangladesh,Stub,ASIA,"4,536",166.4
38108,Yenny Wahid,Indonesia,Start,ASIA,"4,536",265.2
38109,Vincent Munyeshyaka,Rwanda,Start,AFRICA,"1,284",12.6
38110,Hon Stanley Nyaga Kithung'a,Kenya,Stub,AFRICA,"1,284",51
38111,Syeda Khatun,United Kingdom,Start,EUROPE,746,66.4
38112,Romain Schneider,Luxembourg,Stub,EUROPE,746,0.6
38113,Shahabuddin Ahmed,Bangladesh,C,ASIA,"4,536",166.4
38114,Bautista Álvarez,Spain,Stub,EUROPE,746,46.7
38115,Yolande James,Canada,C,NORTHERN AMERICA,365,37.2
38116,Yoro Diakité,Mali,Stub,AFRICA,"1,284",19.4
38117,Louis Zatonga,Congo,Stub,AFRICA,"1,284",5.4
38118,Ned Nwoko,Nigeria,Start,AFRICA,"1,284",195.9
38119,Jafar Shafaghat,Iran,Stub,ASIA,"4,536",81.6
38120,Mariela Castro,Cuba,Start,LATIN AMERICA AND THE CARIBBEAN,649,11.1
38122,Yousaf Raza Gillani,Pakistan,B,ASIA,"4,536",200.6
38123,Yu Ching-tang,Taiwan,Stub,ASIA,"4,536",23.6
38124,Electoral history of Arnold Nordmeyer,New Zealand,Start,OCEANIA,41,4.9
38125,Electoral history of Boris Johnson,United Kingdom,Start,EUROPE,746,66.4
38126,Electoral history of David Cameron,United Kingdom,Start,EUROPE,746,66.4
38127,Yukio Hayashida,Japan,Stub,ASIA,"4,536",126.5
38128,Electoral history of George Forbes,New Zealand,Start,OCEANIA,41,4.9
38129,Electoral history of Gordon Coates,New Zealand,Start,OCEANIA,41,4.9
38130,Electoral history of John Key,New Zealand,Start,OCEANIA,41,4.9
38131,Electoral history of Metiria Turei,New Zealand,Start,OCEANIA,41,4.9
38132,Electoral history of Michael Joseph Savage,New Zealand,Start,OCEANIA,41,4.9
38133,Electoral history of Nicola Sturgeon,United Kingdom,Start,EUROPE,746,66.4
38134,Electoral history of Peter Fraser,New Zealand,Start,OCEANIA,41,4.9
38135,Yun Ung-nyeol,"Korea, South",Start,ASIA,"4,536",51.8
38136,Sofia Sakorafa,Greece,C,EUROPE,746,10.6
38137,Electoral history of Thomas Wilford,New Zealand,Start,OCEANIA,41,4.9
38138,Electoral history of Walter Nash,New Zealand,Start,OCEANIA,41,4.9
38139,Shakhbut bin Sultan Al Nahyan,United Arab Emirates,Start,ASIA,"4,536",9.5
38140,Yuriy Molchanov,Russia,Stub,EUROPE,746,147.3
38141,Yury Luzhkov,Russia,C,EUROPE,746,147.3
38142,Mahender Singh Gurjar,India,Stub,ASIA,"4,536","1,371.3"
38143,Mohamed Hanipa Maidin,Malaysia,Stub,ASIA,"4,536",32.5
38144,Pello Urizar,Spain,Stub,EUROPE,746,46.7
38145,Zach de Beer,South Africa,Start,AFRICA,"1,284",57.7
38146,Zacharie Perevet,Cameroon,Start,AFRICA,"1,284",25.6
38147,Ali bin Abdullah Al Thani,Qatar,B,ASIA,"4,536",2.7
38148,Zainab Bangura,Sierra Leone,C,AFRICA,"1,284",7.7
38149,Mohd Nor Monutty,Malaysia,Stub,ASIA,"4,536",32.5
38150,Zanana Akande,Canada,GA,NORTHERN AMERICA,365,37.2
38151,Zardusht Alizadeh,Azerbaijan,C,ASIA,"4,536",9.9
38152,Hadja Maffire Bangura,Guinea,Stub,AFRICA,"1,284",11.9
38153,Zaw Min,Myanmar,Start,ASIA,"4,536",53.9
38154,Alexander Kutepov,Russia,Start,EUROPE,746,147.3
38155,Pedro María de Anaya,Mexico,Start,LATIN AMERICA AND THE CARIBBEAN,649,130.8
38156,Mariano Arista,Mexico,Start,LATIN AMERICA AND THE CARIBBEAN,649,130.8
38157,Zeidane Ould Hmeida,Mauritania,Stub,AFRICA,"1,284",4.5
38158,Adolfo de la Huerta,Mexico,Start,LATIN AMERICA AND THE CARIBBEAN,649,130.8
38159,Álvaro Obregón,Mexico,FA,LATIN AMERICA AND THE CARIBBEAN,649,130.8
38160,Smriti Narayan Chaudhari,Nepal,Stub,ASIA,"4,536",29.7
38161,Zenon Nowak,Poland,Stub,EUROPE,746,38.4
38162,Chiman Saparaiya,India,Stub,ASIA,"4,536","1,371.3"
38163,Zhang Changzong,China,B,ASIA,"4,536","1,393.8"
38164,Zhao Mengjian,China,Stub,ASIA,"4,536","1,393.8"
38165,Zhao Rugua,China,Start,ASIA,"4,536","1,393.8"
38166,Zhao Wenhua,China,GA,ASIA,"4,536","1,393.8"
38167,Zhu Jiahua,Taiwan,Stub,ASIA,"4,536",23.6
38169,Ziauddin (Afghan militia leader),Afghanistan,Start,ASIA,"4,536",36.5
38170,List of viceroys of Navarre,Spain,Start,EUROPE,746,46.7
38171,Ho Chi-kung,Taiwan,Stub,ASIA,"4,536",23.6
38172,Lu Pau-ching,Taiwan,Stub,ASIA,"4,536",23.6
38173,"Zoltán Kovács (politician, 1969)",Hungary,Stub,EUROPE,746,9.8
38174,Zora Singh Maan,India,Stub,ASIA,"4,536","1,371.3"
38175,Chen Shih-chung,Taiwan,Start,ASIA,"4,536",23.6
38176,Huang Tsing-tung,Taiwan,Stub,ASIA,"4,536",23.6
38177,Zulfiqar Shah,Pakistan,C,ASIA,"4,536",200.6
38178,Zygmunt Balicki,Poland,Start,EUROPE,746,38.4
38179,Ángel Carromero,Spain,C,EUROPE,746,46.7
38180,Édouard André (consul),Belgium,Start,EUROPE,746,11.4
38181,Édouard Nzambimana,Burundi,Stub,AFRICA,"1,284",11.8
38182,Hsueh Jui-yuan,Taiwan,Stub,ASIA,"4,536",23.6
38183,Tsai Sen-tien,Taiwan,Stub,ASIA,"4,536",23.6
38184,Émile Jonassaint,Haiti,Start,LATIN AMERICA AND THE CARIBBEAN,649,10.8
38185,Čedomir Antić,Serbia,C,EUROPE,746,7
38186,Đoàn Văn Toại,Vietnam,Start,ASIA,"4,536",94.7
38187,Christine Forster,Australia,Start,OCEANIA,41,24.1
38188,Linda Scott (councillor),Australia,Start,OCEANIA,41,24.1
38189,ʻUluvalu,Tonga,Start,OCEANIA,41,0.1
38190,Chiu Tzu-tsung,Taiwan,Start,ASIA,"4,536",23.6
38191,Thomas Mortimer,Ireland,C,EUROPE,746,4.9
38194,"Jack Ashley, Baron Ashley of Stoke",United Kingdom,C,EUROPE,746,66.4
38195,Ahmed bin Hamed al Hamed,United Arab Emirates,Start,ASIA,"4,536",9.5
38196,Bouasone Bouphavanh,Laos,Start,ASIA,"4,536",7
38197,Salaheddine Bahaaeddin,Iraq,Start,ASIA,"4,536",40.2
38198,Fatim Badjie,Gambia,Stub,AFRICA,"1,284",2.2
38199,Neneh MacDouall-Gaye,Gambia,Start,AFRICA,"1,284",2.2
38200,Glenys Hanna Martin,Bahamas,Start,LATIN AMERICA AND THE CARIBBEAN,649,0.4
38201,Joyce Banda,Malawi,GA,AFRICA,"1,284",19.1
38202,Miriam Blasco,Spain,Stub,EUROPE,746,46.7
38203,Gill Marcus,South Africa,Start,AFRICA,"1,284",57.7
38204,Tehmina Daultana,Pakistan,Start,ASIA,"4,536",200.6
38205,Abass Bundu,Sierra Leone,C,AFRICA,"1,284",7.7
38206,Abbas Gharabaghi,Iran,Start,ASIA,"4,536",81.6
38207,Abdul Hafiz Ghoga,Libya,Start,AFRICA,"1,284",6.5
38208,Abdul Rahman bin Hamad Al Attiyah,Qatar,Start,ASIA,"4,536",2.7
38210,Édouard Karemera,Rwanda,Stub,AFRICA,"1,284",12.6
38211,Ahmed al-Senussi,Libya,Start,AFRICA,"1,284",6.5
38212,Lim Hwee Hua,Singapore,C,ASIA,"4,536",5.8
38213,Eero Yrjölä,Finland,Stub,EUROPE,746,5.5
38214,Aleksandr Radchenko,Moldova,Start,EUROPE,746,3.5
38215,Alfred Makwarimba,Zimbabwe,Stub,AFRICA,"1,284",14
38216,Cynthia Phua,Singapore,Start,ASIA,"4,536",5.8
38217,Ali Akbar Nategh-Nouri,Iran,Start,ASIA,"4,536",81.6
38218,Amado Boudou,Argentina,C,LATIN AMERICA AND THE CARIBBEAN,649,44.5
38219,Amar Lal,Pakistan,Stub,ASIA,"4,536",200.6
38220,Eli Blakstad,Norway,Start,EUROPE,746,5.3
38221,Sunil Kumar Sharma (politician),India,Start,ASIA,"4,536","1,371.3"
38222,Marcel Pilet-Golaz,Switzerland,Start,EUROPE,746,8.5
38223,Akhund Khorasani,Iran,C,ASIA,"4,536",81.6
38224,Edward Sassoon,United Kingdom,Start,EUROPE,746,66.4
38225,Anna Kalata,Poland,Stub,EUROPE,746,38.4
38226,List of heads of government of Morocco,Morocco,Start,AFRICA,"1,284",35.2
38228,Givi Gumbaridze,Russia,Stub,EUROPE,746,147.3
38229,Anton August van Vloten,Netherlands,Start,EUROPE,746,17.2
38230,Manuel Maria Carrilho,Portugal,Start,EUROPE,746,10.3
38231,Elia Ravelomanantsoa,Madagascar,Stub,AFRICA,"1,284",26.3
38232,Elias Kapavore,Papua New Guinea,Stub,OCEANIA,41,8.5
38233,Elias Skaff,Lebanon,Start,ASIA,"4,536",6.1
38234,Audronius Ažubalis,Lithuania,Start,EUROPE,746,2.8
38235,Augustín Čisár,Slovakia,Stub,EUROPE,746,5.4
38236,Elias Waya Nyipuoc,South Sudan,Start,AFRICA,"1,284",13
38237,Azwar Abubakar,Indonesia,C,ASIA,"4,536",265.2
38238,Bartolome Ramos,Philippines,Stub,ASIA,"4,536",107
38239,Andrej Osterman,Slovenia,Stub,EUROPE,746,2.1
38240,Xu Jing (Three Kingdoms),China,Stub,ASIA,"4,536","1,393.8"
38241,Edward King Cox,Australia,Stub,OCEANIA,41,24.1
38242,Bernard Finnigan,Australia,GA,OCEANIA,41,24.1
38243,Richard Lioger,France,Stub,EUROPE,746,65.1
38244,Anil Kumar Jha,Nepal,Stub,ASIA,"4,536",29.7
38245,George Jessel (jurist),United Kingdom,C,EUROPE,746,66.4
38246,Elisa Carrió,Argentina,C,LATIN AMERICA AND THE CARIBBEAN,649,44.5
38247,Ann-Marie Nyroos,Finland,Stub,EUROPE,746,5.5
38248,Aécio Ferreira da Cunha,Brazil,Stub,LATIN AMERICA AND THE CARIBBEAN,649,209.4
38249,Daniel Filmus,Argentina,Start,LATIN AMERICA AND THE CARIBBEAN,649,44.5
38250,Elisabeth Nauclér,Finland,Stub,EUROPE,746,5.5
38251,Bijoy Kumar Hrangkhawl,India,Stub,ASIA,"4,536","1,371.3"
38252,Elisabeth Tuijnman,Netherlands,Stub,EUROPE,746,17.2
38253,Elisala Pita,Tuvalu,Start,OCEANIA,41,0.01
38254,Cruz Melchor Eya Nchama,Equatorial Guinea,Start,AFRICA,"1,284",1.3
38255,"Wenzel Anton, Prince of Kaunitz-Rietberg",Austria,C,EUROPE,746,8.8
38256,Liu Ba (Three Kingdoms),China,Stub,ASIA,"4,536","1,393.8"
38257,Sibel Arslan,Switzerland,Stub,EUROPE,746,8.5
38258,Mikaela Engell,Denmark,Stub,EUROPE,746,5.8
38259,Tadeusz Żuliński (activist),Poland,Stub,EUROPE,746,38.4
38260,Fani Palli-Petralia,Greece,Start,EUROPE,746,10.6
38261,Patryk Jaki,Poland,Stub,EUROPE,746,38.4
38262,Chen Zhen (Three Kingdoms),China,Start,ASIA,"4,536","1,393.8"
38263,Hilary R. W. Johnson,Liberia,Start,AFRICA,"1,284",4.9
38264,Houzan Mahmoud,Iraq,Stub,ASIA,"4,536",40.2
38265,Elijah Johnson,Liberia,Start,AFRICA,"1,284",4.9
38266,Boris Spiegel,Russia,Start,EUROPE,746,147.3
38267,Borjana Krišto,Bosnia-Herzegovina,Stub,EUROPE,746,3.5
38268,Sanoh Thienthong,Thailand,B,ASIA,"4,536",66.2
38269,C. B. Fry,United Kingdom,FA,EUROPE,746,66.4
38270,Ján Slota,Slovakia,C,EUROPE,746,5.4
38271,Elizabeth Cadbury,United Kingdom,C,EUROPE,746,66.4
38272,Jehudi Ashmun,Liberia,C,AFRICA,"1,284",4.9
38273,Agents and governors of Liberia,Liberia,Start,AFRICA,"1,284",4.9
38274,Abu Sa'id al-Jannabi,Bahrain,Stub,ASIA,"4,536",1.5
38275,Richard Grenell,United States,Start,NORTHERN AMERICA,365,328
38276,José Calvo Sotelo,Spain,GA,EUROPE,746,46.7
38277,McGill family (Monrovia),Liberia,Start,AFRICA,"1,284",4.9
38278,Milton Orkopoulos,Australia,C,OCEANIA,41,24.1
38279,Neville Sandelson,United Kingdom,Start,EUROPE,746,66.4
38280,Kamina Johnson-Smith,Jamaica,Stub,LATIN AMERICA AND THE CARIBBEAN,649,2.9
38281,Elizabeth Fonseca Corrales,Costa Rica,Start,LATIN AMERICA AND THE CARIBBEAN,649,5
38283,Esther Ouwehand,Netherlands,Start,EUROPE,746,17.2
38284,Li Dingguo,China,Start,ASIA,"4,536","1,393.8"
38285,Triloki Nath Kaul,India,Start,ASIA,"4,536","1,371.3"
38287,Christian Jacob (politician),France,Stub,EUROPE,746,65.1
38288,Chrétien: The Will to Win,Canada,Stub,NORTHERN AMERICA,365,37.2
38289,Elizabeth León,Peru,Stub,LATIN AMERICA AND THE CARIBBEAN,649,32.2
38290,Mohammed Kabiru Jibril,Nigeria,Start,AFRICA,"1,284",195.9
38291,Tōyama Mitsuru,Japan,Start,ASIA,"4,536",126.5
38292,Elizabeth Miller (politician),Australia,Stub,OCEANIA,41,24.1
38293,Elizabeth Odio Benito,Costa Rica,C,LATIN AMERICA AND THE CARIBBEAN,649,5
38294,Elizabeth Ofosu-Agyare,Ghana,Start,AFRICA,"1,284",29.5
38295,Elizabeth Ongoro,Kenya,Stub,AFRICA,"1,284",51
38296,Official Opposition Shadow Cabinet (South Africa),South Africa,Start,AFRICA,"1,284",57.7
38297,Altynbek Sarsenbayuly,Kazakhstan,Start,ASIA,"4,536",18.4
38298,Karl Heinrich von Hoym,Germany,Start,EUROPE,746,82.8
38299,Sin Son-ho,"Korea, South",Start,ASIA,"4,536",51.8
38300,Victor Gu,Malaysia,Stub,ASIA,"4,536",32.5
38301,David Sprague,Canada,Stub,NORTHERN AMERICA,365,37.2
38302,Rania Antonopoulos,Greece,C,EUROPE,746,10.6
38303,Aftab Hussain Shah Jillani,Pakistan,Stub,ASIA,"4,536",200.6
38304,Manuel Rosales,Venezuela,GA,LATIN AMERICA AND THE CARIBBEAN,649,31.8
38305,Sher Ali Khan,Afghanistan,Start,ASIA,"4,536",36.5
38306,2015 Aden car bombing,Yemen,Start,ASIA,"4,536",28.9
38307,Suzanne Chun Oakland,United States,Start,NORTHERN AMERICA,365,328
38308,Elke Roex,Belgium,Stub,EUROPE,746,11.4
38309,Kittiratt Na-Ranong,Thailand,C,ASIA,"4,536",66.2
38310,Abdelaziz Ben Dhia,Tunisia,Stub,AFRICA,"1,284",11.6
38311,Rostam Bastuni,Israel,Start,ASIA,"4,536",8.5
38312,Ella Koblo Gulama,Sierra Leone,C,AFRICA,"1,284",7.7
38313,V. D. Satheesan,India,Stub,ASIA,"4,536","1,371.3"
38314,Julie Kirchner,United States,Start,NORTHERN AMERICA,365,328
38315,Rosa Zafferani,San Marino,Stub,EUROPE,746,0.03
38316,James Bourque,Canada,Start,NORTHERN AMERICA,365,37.2
38317,Alexander Bastrykin,Russia,C,EUROPE,746,147.3
38318,Esther Passaris,Kenya,C,AFRICA,"1,284",51
38319,Bello Bouba Maigari,Cameroon,C,AFRICA,"1,284",25.6
38320,Adel al-Jubeir,Saudi Arabia,C,ASIA,"4,536",33.4
38321,Ahmadu Ali,Nigeria,Stub,AFRICA,"1,284",195.9
38322,Zaid Ibrahim,Malaysia,C,ASIA,"4,536",32.5
38323,Jafar Shojouni,Iran,Stub,ASIA,"4,536",81.6
38324,Seyyed Mehdi Tabatabaei,Iran,Stub,ASIA,"4,536",81.6
38325,K. Navaratnam,Sri Lanka,Stub,ASIA,"4,536",21.7
38326,Ellen Horn,Norway,Start,EUROPE,746,5.3
38327,Alexander Volkov (basketball),Ukraine,C,EUROPE,746,42.3
38328,Alexey Smertin,Russia,C,EUROPE,746,147.3
38329,Alfredo Biondi,Italy,Stub,EUROPE,746,60.6
38330,Alicia Castro,Argentina,Start,LATIN AMERICA AND THE CARIBBEAN,649,44.5
38331,Chaudhry Abdul Rahim,Pakistan,Stub,ASIA,"4,536",200.6
38332,Albert Bosomtwi-Sam,Ghana,Stub,AFRICA,"1,284",29.5
38333,Andrew Faulds,United Kingdom,C,EUROPE,746,66.4
38334,Andrey Aizderdzis,Russia,Stub,EUROPE,746,147.3
38335,Andrey Illarionov,Russia,C,EUROPE,746,147.3
38336,Mo Udall,United States,C,NORTHERN AMERICA,365,328
38337,Liu Qi (politician),China,Start,ASIA,"4,536","1,393.8"
38338,Anthony Steen,United Kingdom,C,EUROPE,746,66.4
38339,Philip Cezar,Philippines,C,ASIA,"4,536",107
38340,Arthur Strauss,United Kingdom,C,EUROPE,746,66.4
38341,Thomas Nahimana,Rwanda,Start,AFRICA,"1,284",12.6
38342,Leo Chiozza Money,United Kingdom,FA,EUROPE,746,66.4
38343,"Gerald Strickland, 1st Baron Strickland",Malta,C,EUROPE,746,0.5
38344,Ahmad Donyamali,Iran,Stub,ASIA,"4,536",81.6
38345,Aya Kamikawa,Japan,Start,ASIA,"4,536",126.5
38346,"Henry Strauss, 1st Baron Conesford",United Kingdom,Start,EUROPE,746,66.4
38347,Arjan Singh Mastana,India,Stub,ASIA,"4,536","1,371.3"
38348,Ahmad Khaleghi Damghani,Iran,Stub,ASIA,"4,536",81.6
38349,Ernest Psichari,France,GA,EUROPE,746,65.1
38350,Ahmad Pournejati,Iran,Stub,ASIA,"4,536",81.6
38351,Samuel Samuel,United Kingdom,Start,EUROPE,746,66.4
38352,Mohamed Ould Abdel Aziz,Mauritania,GA,AFRICA,"1,284",4.5
38353,Marcus Samuel (politician),United Kingdom,Stub,EUROPE,746,66.4
38354,Barış Sulu,Turkey,Stub,ASIA,"4,536",81.3
38355,"Walter Samuel, 2nd Viscount Bearsted",United Kingdom,C,EUROPE,746,66.4
38356,"Marcus Samuel, 1st Viscount Bearsted",United Kingdom,Start,EUROPE,746,66.4
38357,Benjamín Rausseo,Venezuela,Start,LATIN AMERICA AND THE CARIBBEAN,649,31.8
38358,Bernard Chenot,France,Stub,EUROPE,746,65.1
38359,Elliott Belgrave,Barbados,Start,LATIN AMERICA AND THE CARIBBEAN,649,0.3
38360,Louisa Hanoune,Algeria,C,AFRICA,"1,284",42.7
38361,Bola Ige,Nigeria,C,AFRICA,"1,284",195.9
38362,Wu Zixu,China,C,ASIA,"4,536","1,393.8"
38363,Ahmad Salek,Iran,Stub,ASIA,"4,536",81.6
38364,Britain's Everyday Heroes,United Kingdom,Stub,EUROPE,746,66.4
38365,Bruce Conde,Yemen,Start,ASIA,"4,536",28.9
38366,Sharif Ghalib,Afghanistan,B,ASIA,"4,536",36.5
38367,Čedomir Marjanović,Serbia,Stub,EUROPE,746,7
38368,Dom Mintoff,Malta,C,EUROPE,746,0.5
38369,Charles Henri Baker,Haiti,C,LATIN AMERICA AND THE CARIBBEAN,649,10.8
38370,Juan José Estrada,Nicaragua,Start,LATIN AMERICA AND THE CARIBBEAN,649,6.3
38371,Chen Xitong,China,Start,ASIA,"4,536","1,393.8"
38372,Chokri Belaid,Tunisia,C,AFRICA,"1,284",11.6
38373,Li Jinhua,China,Start,ASIA,"4,536","1,393.8"
38374,Petras Griškevičius,Lithuania,Start,EUROPE,746,2.8
38375,Clive Lord,United Kingdom,Start,EUROPE,746,66.4
38376,Elman Rustamov,Azerbaijan,Start,ASIA,"4,536",9.9
38377,Elmaz Boçe,Albania,Stub,EUROPE,746,2.9
38378,List of the first LGBT holders of political offices in Canada,Canada,B,NORTHERN AMERICA,365,37.2
38379,Robert Adley,United Kingdom,Start,EUROPE,746,66.4
38380,Sean Oppenheimer,Nauru,Start,OCEANIA,41,0.01
38381,Turdakun Usubalijev,Kyrgyzstan,Stub,ASIA,"4,536",6.1
38382,Azeb Mesfin,Ethiopia,Start,AFRICA,"1,284",107.5
38383,Cyrus Habib,United States,C,NORTHERN AMERICA,365,328
38384,Elmira Gafarova,Azerbaijan,C,ASIA,"4,536",9.9
38385,Roderick Paulate,Philippines,C,ASIA,"4,536",107
38386,Shayne Mallard,Australia,C,OCEANIA,41,24.1
38387,Hassan Khalilabadi,Iran,Stub,ASIA,"4,536",81.6
38388,Apostolic Nuncio to Haiti,Haiti,Stub,LATIN AMERICA AND THE CARIBBEAN,649,10.8
38389,Charity Ngilu,Kenya,C,AFRICA,"1,284",51
38390,Elphas Mukonoweshuro,Zimbabwe,Stub,AFRICA,"1,284",14
38391,Danboyi Usman,Nigeria,Stub,AFRICA,"1,284",195.9
38392,Feng Yu,China,B,ASIA,"4,536","1,393.8"
38393,Elsa Alvarez,Cuba,Stub,LATIN AMERICA AND THE CARIBBEAN,649,11.1
38394,Dany Chamoun,Lebanon,C,ASIA,"4,536",6.1
38395,Julio César Turbay Ayala,Colombia,C,LATIN AMERICA AND THE CARIBBEAN,649,49.8
38396,Carolina Isakson Proctor,Colombia,Start,LATIN AMERICA AND THE CARIBBEAN,649,49.8
38397,Darrel Baldock,Australia,C,OCEANIA,41,24.1
38398,Thomas Thomas (trade unionist),Singapore,Start,ASIA,"4,536",5.8
38399,Dauda Kamara,Sierra Leone,Stub,AFRICA,"1,284",7.7
38400,Leo Motzkin,Ukraine,C,EUROPE,746,42.3
38401,Augusto Ramírez Ocampo,Colombia,Stub,LATIN AMERICA AND THE CARIBBEAN,649,49.8
38402,Pedro de Silva,Spain,Stub,EUROPE,746,46.7
38403,David Sumberg,United Kingdom,Start,EUROPE,746,66.4
38404,Alfredo Vázquez Carrizosa,Colombia,Start,LATIN AMERICA AND THE CARIBBEAN,649,49.8
38405,Momčilo Cemović,Montenegro,Stub,EUROPE,746,0.6
38406,Denis Voronenkov,Russia,GA,EUROPE,746,147.3
38407,Elton Mangoma,Zimbabwe,Start,AFRICA,"1,284",14
38408,"Desmond Hirshfield, Baron Hirshfield",United Kingdom,Stub,EUROPE,746,66.4
38409,Florence Jaffray Harriman,United States,B,NORTHERN AMERICA,365,328
38410,Dimitra Liani,Greece,Stub,EUROPE,746,10.6
38412,Fernando Gómez Martínez,Colombia,Stub,LATIN AMERICA AND THE CARIBBEAN,649,49.8
38413,Dominique Venner,France,C,EUROPE,746,65.1
38414,Fernando Londoño y Londoño,Colombia,Stub,LATIN AMERICA AND THE CARIBBEAN,649,49.8
38415,Elvira Abdić-Jelenović,Bosnia-Herzegovina,Stub,EUROPE,746,3.5
38416,Marides Fernando,Philippines,Stub,ASIA,"4,536",107
38417,Echedemos,Greece,FA,EUROPE,746,10.6
38418,Edmond Leburton,Belgium,Start,EUROPE,746,11.4
38419,Edwina Currie,United Kingdom,C,EUROPE,746,66.4
38420,Ejup Ganić,Bosnia-Herzegovina,C,EUROPE,746,3.5
38421,Electoral history of Jeremy Corbyn,United Kingdom,Start,EUROPE,746,66.4
38422,Darío Echandía,Colombia,Start,LATIN AMERICA AND THE CARIBBEAN,649,49.8
38423,Kamarudin Jaffar,Malaysia,Start,ASIA,"4,536",32.5
38424,Lott Cary,Liberia,C,AFRICA,"1,284",4.9
38425,Elyor Ganiyev,Uzbekistan,Stub,ASIA,"4,536",32.9
38427,List of Prime Ministers of Burkina Faso,Burkina Faso,Start,AFRICA,"1,284",20.3
38428,List of heads of state of Burkina Faso,Burkina Faso,Start,AFRICA,"1,284",20.3
38429,Elzéar Goulet,Canada,Start,NORTHERN AMERICA,365,37.2
38430,Simon Vuwa Kaunda,Malawi,Stub,AFRICA,"1,284",19.1
38431,Emad Afroogh,Iran,Stub,ASIA,"4,536",81.6
38432,Julian Moti,Solomon Islands,C,OCEANIA,41,0.7
38433,Carolina Barco,Colombia,Start,LATIN AMERICA AND THE CARIBBEAN,649,49.8
38434,Isaac S. Catlin,United States,GA,NORTHERN AMERICA,365,328
38435,Lakhmids,Lebanon,C,ASIA,"4,536",6.1
38436,Mohammad-Ali Hosseinzadeh,Iran,Start,ASIA,"4,536",81.6
38437,Paulo Paim,Brazil,Start,LATIN AMERICA AND THE CARIBBEAN,649,209.4
38438,Ogden R. Reid,United States,C,NORTHERN AMERICA,365,328
38439,Controversies surrounding President Mohammad Khatami,Iran,C,ASIA,"4,536",81.6
38440,Jinggoy Estrada,Philippines,C,ASIA,"4,536",107
38441,Keo Puth Rasmey,Cambodia,Stub,ASIA,"4,536",16
38442,Ashoka Abeysinghe,Sri Lanka,Stub,ASIA,"4,536",21.7
38443,Dai Jitao,China,Start,ASIA,"4,536","1,393.8"
38444,Eme Ufot Ekaette,Nigeria,Start,AFRICA,"1,284",195.9
38445,Fadli Zon,Indonesia,C,ASIA,"4,536",265.2
38446,Yao Jen-to,Taiwan,Stub,ASIA,"4,536",23.6
38447,Lindsay Riches,Australia,Start,OCEANIA,41,24.1
38448,Luiz Felipe Lampreia,Brazil,Stub,LATIN AMERICA AND THE CARIBBEAN,649,209.4
38449,Bahadur Ahmed Khan Sihar,Pakistan,Stub,ASIA,"4,536",200.6
38450,Ch. Nazar Muhammad Gondal,Pakistan,Start,ASIA,"4,536",200.6
38451,Ghous Bakhsh Raisani,Pakistan,Stub,ASIA,"4,536",200.6
38452,Imran Ahmed Shah,Pakistan,Stub,ASIA,"4,536",200.6
38453,Omar Ayub Khan,Pakistan,Stub,ASIA,"4,536",200.6
38454,Lammaa Magarsaa,Ethiopia,Stub,AFRICA,"1,284",107.5
38455,Eygló Harðardóttir,Iceland,Stub,EUROPE,746,0.4
38456,Richard Hooper (Australian politician),Australia,Stub,OCEANIA,41,24.1
38457,Secular and Nationalist Jinnah,Pakistan,Start,ASIA,"4,536",200.6
38458,Sharif Hassan Sheikh Aden,Somalia,C,AFRICA,"1,284",15.2
38459,Sheraz Mahmood,Pakistan,Stub,ASIA,"4,536",200.6
38460,Sohail Mansoor,Pakistan,Stub,ASIA,"4,536",200.6
38461,Xiang Lang,China,Start,ASIA,"4,536","1,393.8"
38462,Syed Sardar Ali Shah,Pakistan,Stub,ASIA,"4,536",200.6
38463,Alfred Rosmer,France,Stub,EUROPE,746,65.1
38464,Antoine-Adrien Lamourette,France,Stub,EUROPE,746,65.1
38465,Meryl Swanson,Australia,Stub,OCEANIA,41,24.1
38466,Thomas Minder,Switzerland,Start,EUROPE,746,8.5
38467,Claire Guion-Firmin,France,Stub,EUROPE,746,65.1
38468,Dominique Gros,France,Stub,EUROPE,746,65.1
38469,Félix Kir,France,Start,EUROPE,746,65.1
38470,Jacqueline Gourault,France,Stub,EUROPE,746,65.1
38471,Jean-Baptiste Campenon,France,Stub,EUROPE,746,65.1
38472,Jean-Jacques Jégou,France,Stub,EUROPE,746,65.1
38473,Jean-Vincent Placé,France,Start,EUROPE,746,65.1
38474,Joe Cassar,Malta,Start,EUROPE,746,0.5
38475,Paula Forteza,France,Start,EUROPE,746,65.1
38476,Hanna Hopko,Ukraine,C,EUROPE,746,42.3
38477,Raphaël Gérard,France,Stub,EUROPE,746,65.1
38478,Vasile Milea,Romania,Start,EUROPE,746,19.5
38479,Emil Druc,Moldova,Stub,EUROPE,746,3.5
38480,Qiao Zhou,China,Start,ASIA,"4,536","1,393.8"
